streaming-service        | CLI1 | Q1 | transaction_id,store_id,payment_method_id,voucher_id,user_id,original_amount,discount_applied,final_amount,created_at
streaming-service        | CLI1 | Q1 | ade33155-cd64-4035-8169-11bdcc1bb3f4,5,1,,,76.0,0.0,76.0,2024-01-18 08:21:32
streaming-service        | CLI1 | Q1 | abb7351b-3004-44b6-b303-2528f99471fd,2,2,,,75.0,0.0,75.0,2024-01-18 08:21:38
streaming-service        | CLI1 | Q1 | d2445e1f-859f-4c53-877f-fc5cf1993df7,1,4,,,75.0,0.0,75.0,2024-01-18 08:22:13
streaming-service        | CLI1 | Q1 | c7585517-b798-4ceb-96c0-8f7e71286d17,7,3,,,78.0,0.0,78.0,2024-01-18 08:24:31
streaming-service        | CLI1 | Q1 | f3b499e1-12cb-4f31-8ab2-70c22796e40b,3,5,,,76.5,0.0,76.5,2024-01-18 08:54:03
streaming-service        | CLI1 | Q1 | 9018dcff-8895-46de-96c7-0f773052013a,3,5,,,81.0,0.0,81.0,2024-01-18 08:54:55
streaming-service        | CLI1 | Q1 | e85380ce-a0d8-47d5-a34d-23f881c5756c,1,3,,,75.0,0.0,75.0,2024-01-18 09:00:00
streaming-service        | CLI1 | Q1 | 53b36d1c-c675-4271-9d0a-1ac356cbe8e9,8,2,,,85.5,0.0,85.5,2024-01-18 09:04:41
streaming-service        | CLI1 | Q1 | 86e8a956-2d08-4e8c-ba4e-bc597f70fa61,6,3,,,78.0,0.0,78.0,2024-01-18 09:06:19
streaming-service        | CLI1 | Q1 | 6418da63-17a1-471d-af0b-f6f917930408,9,3,,,75.0,0.0,75.0,2024-01-18 09:07:51
streaming-service        | CLI1 | Q1 | a2792a86-4367-4302-a25d-961825fc77ca,7,4,,,81.0,0.0,81.0,2024-01-18 09:10:09
streaming-service        | CLI1 | Q1 | a3898cae-f266-4a49-80f9-ab5244f24757,7,3,,,84.0,0.0,84.0,2024-01-18 09:10:49
streaming-service        | CLI1 | Q1 | e343ccd3-8164-46ec-9040-7399a170c3e1,7,4,,,84.0,0.0,84.0,2024-01-18 09:13:17
streaming-service        | CLI1 | Q1 | e009e186-f7e7-44ee-9c36-f054c80bccc5,2,5,,,79.0,0.0,79.0,2024-01-18 09:14:22
streaming-service        | CLI1 | Q1 | 5e76021b-c744-4a27-8321-6f78e0f89284,3,5,,,76.5,0.0,76.5,2024-01-18 09:22:25
streaming-service        | CLI1 | Q1 | 4e659e9b-382f-4356-83b0-3b393d90a38b,2,4,,,84.0,0.0,84.0,2024-01-18 09:22:46
streaming-service        | CLI1 | Q1 | 12a75536-769b-43b9-9a14-2afbafa19954,5,5,,,85.5,0.0,85.5,2024-01-18 09:25:09
streaming-service        | CLI1 | Q1 | 33e4d53f-f4a4-401d-b903-cb42e78bb232,5,1,,,75.0,0.0,75.0,2024-01-18 09:31:07
streaming-service        | CLI1 | Q1 | 6683d549-bc78-43c7-8e80-b65043274244,4,4,,,82.5,0.0,82.5,2024-01-18 09:41:09
streaming-service        | CLI1 | Q1 | f3596bd3-4c2e-4e7c-aed4-3061ff6ec619,4,1,,,81.0,0.0,81.0,2024-01-18 09:41:59
streaming-service        | CLI1 | Q1 | 42236082-21b1-498e-a152-1e5c7d2e9ab3,6,5,,,77.0,0.0,77.0,2024-01-18 09:43:21
streaming-service        | CLI1 | Q1 | 576f1e9d-3554-446b-9aae-a2b34a64ccd3,4,3,,,76.0,0.0,76.0,2024-01-18 09:47:07
streaming-service        | CLI1 | Q1 | e4a7c2a9-e8cb-4965-af39-632635f1a010,7,2,,,80.0,0.0,80.0,2024-01-18 09:52:27
streaming-service        | CLI1 | Q1 | fe69ff68-f708-4b3c-b6b4-25b1ad81cc87,2,2,,,78.0,0.0,78.0,2024-01-18 09:56:17
streaming-service        | CLI1 | Q1 | 95459346-3c0e-4463-9f2a-039622019519,6,5,,,75.0,0.0,75.0,2024-01-18 09:58:31
streaming-service        | CLI1 | Q1 | 834bc057-27fd-4217-96bd-abfc14a3ea0e,6,1,,,79.5,0.0,79.5,2024-01-18 10:00:09
streaming-service        | CLI1 | Q1 | 8f147d70-6cd4-40ed-825c-7fb1fdd31974,6,4,,,75.5,0.0,75.5,2024-01-18 10:00:37
streaming-service        | CLI1 | Q1 | f53df796-236a-46bb-b8d4-9e283a81abb0,2,2,,,78.0,0.0,78.0,2024-01-18 10:02:22
streaming-service        | CLI1 | Q1 | f927ad99-fb51-43d0-8f1c-e38f61ff397a,8,3,,,76.5,0.0,76.5,2024-01-18 10:06:42
streaming-service        | CLI1 | Q1 | 97637ddc-5f3f-4934-bebb-741d3e01ceb4,7,1,,,76.0,0.0,76.0,2024-01-18 10:08:26
streaming-service        | CLI1 | Q1 | 0e35e68b-c600-4ee3-84e7-b114672f06be,1,4,,,78.0,0.0,78.0,2024-01-18 10:10:53
streaming-service        | CLI1 | Q1 | 774ba048-5ba5-4cb6-b3ed-d944fe5ff366,10,4,,,75.0,0.0,75.0,2024-01-18 10:12:48
streaming-service        | CLI1 | Q1 | 006dabe6-107f-4a8d-beaf-6d3dc8744a2a,7,3,,,76.5,0.0,76.5,2024-01-18 10:19:20
streaming-service        | CLI1 | Q1 | 3ff39db7-2607-4be6-8086-e3ad56c02de4,1,2,,,81.0,0.0,81.0,2024-01-18 10:22:55
streaming-service        | CLI1 | Q1 | a4c4d973-a49a-4959-ba97-80985ab4d134,2,5,,,84.0,0.0,84.0,2024-01-18 10:23:10
streaming-service        | CLI1 | Q1 | da4edd63-5251-42e2-9aeb-dad16557bb95,7,1,,,78.0,0.0,78.0,2024-01-18 10:26:18
streaming-service        | CLI1 | Q1 | 285cddf9-75d6-4d15-90c2-fdbc0b733f2d,9,3,,14111.0,75.0,0.0,75.0,2024-01-18 10:26:51
streaming-service        | CLI1 | Q1 | b93903e5-b8ac-4788-aba6-377e688d0402,9,2,,,76.5,0.0,76.5,2024-01-18 10:31:09
streaming-service        | CLI1 | Q1 | d995f890-3902-4b83-acc1-74a41cfad12f,7,5,,,75.0,0.0,75.0,2024-01-18 10:36:59
streaming-service        | CLI1 | Q1 | 5b82f5ce-b40f-4934-ab52-23cc25df8b8e,1,4,,,75.0,0.0,75.0,2024-01-18 10:41:15
streaming-service        | CLI1 | Q1 | 4db8d901-26ae-4791-8039-0e2f93da9ef2,8,4,,,76.5,0.0,76.5,2024-01-18 10:50:03
streaming-service        | CLI1 | Q1 | 1af0b311-36c0-4d4d-9921-c39d27a79c0b,5,3,,,84.0,0.0,84.0,2024-01-18 10:54:15
streaming-service        | CLI1 | Q1 | bbce9dc5-ef6b-47d1-8d90-2470d8aded07,4,1,,,82.5,0.0,82.5,2024-01-18 10:57:06
streaming-service        | CLI1 | Q1 | 03e17281-1f83-421b-bd3f-d708ffb62657,10,5,,,84.0,0.0,84.0,2024-01-18 11:00:47
streaming-service        | CLI1 | Q1 | 3836e424-1d7a-4582-8503-6b55d9d2b243,2,1,,,81.0,0.0,81.0,2024-01-18 11:01:17
streaming-service        | CLI1 | Q1 | 31f3099a-f906-4323-be8e-e6118df81d27,9,4,,,81.0,0.0,81.0,2024-01-18 11:03:03
streaming-service        | CLI1 | Q1 | 918cec87-bd03-4a2e-accb-cad9cd2d495f,5,2,,,78.0,0.0,78.0,2024-01-18 11:05:33
streaming-service        | CLI1 | Q1 | c10324c0-4806-4895-852c-72c4856a4867,1,1,,,76.5,0.0,76.5,2024-01-18 11:06:39
streaming-service        | CLI1 | Q1 | c48da298-5845-49be-b489-5230a7a0ca5f,4,2,,,79.5,0.0,79.5,2024-01-18 11:06:54
streaming-service        | CLI1 | Q1 | 5448678d-5391-48d5-8c6c-eae314ba2e4f,4,4,,,75.5,0.0,75.5,2024-01-18 11:09:30
streaming-service        | CLI1 | Q1 | 1fd927a6-83a9-4021-95de-ddcd61b8089f,6,2,,,76.5,0.0,76.5,2024-01-18 11:10:55
streaming-service        | CLI1 | Q1 | f2fb18d1-a381-4ab0-b2fc-3754e6c0a6bf,1,5,,,75.0,0.0,75.0,2024-01-18 11:11:56
streaming-service        | CLI1 | Q1 | 1c5e30ff-513a-4b4c-90c1-3038c1ba766e,6,2,,,84.0,0.0,84.0,2024-01-18 11:13:53
streaming-service        | CLI1 | Q1 | 11aa476f-6484-428f-b31a-2b4f0ee89640,7,2,,,77.5,0.0,77.5,2024-01-18 11:14:17
streaming-service        | CLI1 | Q1 | 0333f080-2cb1-4b13-88c4-6ccdb5cd1840,7,2,,,77.5,0.0,77.5,2024-01-18 11:15:33
streaming-service        | CLI1 | Q1 | bfefb8b0-8d70-4b4b-8ed4-276f87a77353,1,1,,,81.0,0.0,81.0,2024-01-18 11:19:35
streaming-service        | CLI1 | Q1 | 788284ef-5e82-4e1b-b07a-88d5feeaa64f,5,2,,,75.0,0.0,75.0,2024-01-18 11:20:45
streaming-service        | CLI1 | Q1 | 164fce6f-727b-4dac-9487-705051aacbfc,5,4,,,78.5,0.0,78.5,2024-01-18 11:21:19
streaming-service        | CLI1 | Q1 | 1720f526-6bbf-4f55-9f10-f3901b1416e9,7,1,,,78.0,0.0,78.0,2024-01-18 11:21:30
streaming-service        | CLI1 | Q1 | 096b00f6-e02e-400d-8a6d-93574f32118b,1,4,,,82.5,0.0,82.5,2024-01-18 11:23:53
streaming-service        | CLI1 | Q1 | 0c494869-5bef-49d3-9009-022fe5a5cece,6,2,,,76.5,0.0,76.5,2024-01-18 11:24:27
streaming-service        | CLI1 | Q1 | 9d820ae1-ece0-41ce-bcb4-187c977a2a5f,5,4,,,76.5,0.0,76.5,2024-01-18 11:27:26
streaming-service        | CLI1 | Q1 | cacc2040-6811-4840-9b9a-22d99099ff5a,9,3,,,82.5,0.0,82.5,2024-01-18 11:31:48
streaming-service        | CLI1 | Q1 | 9ef4e2e0-3be8-4282-88a1-e09e5f1a46bf,4,5,,,77.5,0.0,77.5,2024-01-18 11:31:53
streaming-service        | CLI1 | Q1 | 18d17510-bd07-4f59-b929-51bc85d566fe,5,1,,,79.0,0.0,79.0,2024-01-18 11:37:58
streaming-service        | CLI1 | Q1 | c4e094ac-e77d-4aac-8514-c27ce6c921c7,7,5,,,78.0,0.0,78.0,2024-01-18 11:39:14
streaming-service        | CLI1 | Q1 | 105a012e-a673-46f7-8ea4-0f08c7697d89,10,4,,,79.5,0.0,79.5,2024-01-18 11:39:51
streaming-service        | CLI1 | Q1 | 1e2b0a93-0f21-46f2-95b5-c4fd8290e1cc,10,1,,,85.5,0.0,85.5,2024-01-18 11:40:39
streaming-service        | CLI1 | Q1 | 83c4b124-6775-4815-a4bf-0ccf48ac53bb,4,4,,,75.0,0.0,75.0,2024-01-18 11:45:18
streaming-service        | CLI1 | Q1 | 2b32dea8-9b3a-4b52-817a-9873dddccc9c,9,2,,,79.5,0.0,79.5,2024-01-18 11:45:23
streaming-service        | CLI1 | Q1 | 987eb885-0e36-4109-b6ed-ec7c54853f2a,8,5,,,75.0,0.0,75.0,2024-01-18 11:47:13
streaming-service        | CLI1 | Q1 | 1ccd41b4-a395-4704-a620-121d951c07d0,6,3,,,75.0,0.0,75.0,2024-01-18 11:48:29
streaming-service        | CLI1 | Q1 | 133b9347-54cb-40fe-8e61-a69235e9da35,7,5,,,75.0,0.0,75.0,2024-01-18 11:48:34
streaming-service        | CLI1 | Q1 | 5277c13c-887c-42d8-b466-7fa2185840a9,8,1,,,77.5,0.0,77.5,2024-01-18 11:52:33
streaming-service        | CLI1 | Q1 | d788ce65-f87a-4d66-ba01-6e1b0bad468c,6,5,,,76.5,0.0,76.5,2024-01-18 11:52:37
streaming-service        | CLI1 | Q1 | dba3a899-cc83-4a82-b7c0-8639a9946ce3,1,2,,,78.5,0.0,78.5,2024-01-18 11:52:38
streaming-service        | CLI1 | Q1 | 0bf5992c-6840-4660-9a7a-2400f5fd948f,6,3,,,78.0,0.0,78.0,2024-01-18 11:54:14
streaming-service        | CLI1 | Q1 | 866de217-02fd-4bbf-b913-e7fc2c1c27a2,7,4,,,78.0,0.0,78.0,2024-01-18 11:54:19
streaming-service        | CLI1 | Q1 | 89171857-0c37-4798-95a1-4f633dbd6c59,3,4,,,75.0,0.0,75.0,2024-01-18 11:55:47
streaming-service        | CLI1 | Q1 | 074a7bb3-0d70-440f-9269-c5511a4b779a,6,2,,,84.0,0.0,84.0,2024-01-18 11:56:49
streaming-service        | CLI1 | Q1 | 73abf3be-85c6-4dce-8761-661c6fa059e3,9,2,,1245.0,78.0,0.0,78.0,2024-01-18 11:57:08
streaming-service        | CLI1 | Q1 | 6754dfd6-6a4c-4087-8a63-a5001a43f34f,9,5,,,81.0,0.0,81.0,2024-01-18 11:57:51
streaming-service        | CLI1 | Q1 | bda2c001-223a-42a7-ac69-385e958b0297,5,5,,,75.0,0.0,75.0,2024-01-18 11:58:42
streaming-service        | CLI1 | Q1 | 74dfee21-b850-4cc9-97bc-1281a0a4cedf,10,3,,,79.5,0.0,79.5,2024-01-18 11:58:55
streaming-service        | CLI1 | Q1 | 037b6285-dd79-4429-b6ce-9d2ae2a16644,2,5,,,75.0,0.0,75.0,2024-01-18 12:04:41
streaming-service        | CLI1 | Q1 | 2bafc729-ff46-4fd9-bba9-ddafe2731e7c,7,5,,,75.0,0.0,75.0,2024-01-18 12:08:25
streaming-service        | CLI1 | Q1 | 447b9618-eb62-4667-9ad4-72b10faf2959,10,4,,,76.5,0.0,76.5,2024-01-18 12:08:33
streaming-service        | CLI1 | Q1 | f87e3b44-8b27-4802-afc1-e383e1e1b28c,3,5,,,76.5,0.0,76.5,2024-01-18 12:09:22
streaming-service        | CLI1 | Q1 | 10b5a6f8-5407-4948-9a86-fd741aabb052,3,2,,,81.0,0.0,81.0,2024-01-18 12:16:00
streaming-service        | CLI1 | Q1 | a9414754-b54b-4555-a7a1-bc70c4353e7b,1,4,,,79.5,0.0,79.5,2024-01-18 12:16:32
streaming-service        | CLI1 | Q1 | ade767bb-b520-4afc-8cf6-f6acda58a0d1,9,4,,,75.0,0.0,75.0,2024-01-18 12:21:11
streaming-service        | CLI1 | Q1 | 2d79fd24-d58a-4371-a6bb-df3d73169d63,1,4,,,76.5,0.0,76.5,2024-01-18 12:21:17
streaming-service        | CLI1 | Q1 | 75619058-fdc7-45f6-9f9c-32a3ab1eb870,8,2,,,75.0,0.0,75.0,2024-01-18 12:22:39
streaming-service        | CLI1 | Q1 | d0b29f3b-fd76-4ec7-aa52-e3a518a97e5b,5,1,,,78.0,0.0,78.0,2024-01-18 12:24:27
streaming-service        | CLI1 | Q1 | 7a70092a-7b43-4121-97b5-41e55341696c,6,4,,,81.0,0.0,81.0,2024-01-18 12:24:43
streaming-service        | CLI1 | Q1 | e9480b33-0a64-45b2-9313-8bbab10a026c,4,4,,,76.5,0.0,76.5,2024-01-18 12:24:59
streaming-service        | CLI1 | Q1 | a4dc59fa-57ca-4553-bb39-537ac4700815,6,5,,,78.0,0.0,78.0,2024-01-18 12:28:02
streaming-service        | CLI1 | Q1 | a6430cb0-c6e5-4267-8854-7b21fcbddcfc,7,4,,,76.5,0.0,76.5,2024-01-18 12:28:25
streaming-service        | CLI1 | Q1 | 4e8b3fb7-0918-43e9-b005-7304e1664f7e,2,1,,,84.0,0.0,84.0,2024-01-18 12:29:41
streaming-service        | CLI1 | Q1 | c1136c38-9f0a-4220-a018-9c2f49ba8f0a,1,4,,,84.0,0.0,84.0,2024-01-18 12:31:37
streaming-service        | CLI1 | Q1 | 7a31852d-3825-4148-b067-d65aa1a434a0,8,3,,,75.0,0.0,75.0,2024-01-18 12:32:17
streaming-service        | CLI1 | Q1 | c5d8765e-7bd8-4963-aa11-f9edc8517785,5,2,,,77.0,0.0,77.0,2024-01-18 12:33:20
streaming-service        | CLI1 | Q1 | d361d0ca-16a3-4efd-a5ca-c1f6dea262c2,2,1,,,76.5,0.0,76.5,2024-01-18 12:33:43
streaming-service        | CLI1 | Q1 | f88fe914-420b-45be-a1ba-82dbab07c60a,9,3,,,76.0,0.0,76.0,2024-01-18 12:34:00
streaming-service        | CLI1 | Q1 | 02710f47-d987-4c6e-8ea4-2f468aaa9fff,7,3,,,75.0,0.0,75.0,2024-01-18 12:34:53
streaming-service        | CLI1 | Q1 | 8e5bb7ad-c80f-4a9c-952b-c816f5e28f3a,4,4,,,78.0,0.0,78.0,2024-01-18 12:35:27
streaming-service        | CLI1 | Q1 | d685f844-7b96-462c-937a-a838d0e8076c,1,3,,,78.0,0.0,78.0,2024-01-18 12:35:50
streaming-service        | CLI1 | Q1 | 798d33bb-98e6-4b20-a116-58cf4e4d3649,5,2,,,85.5,0.0,85.5,2024-01-18 12:41:21
streaming-service        | CLI1 | Q1 | 08ec852c-6e07-447c-9e8e-eb40fadc816e,6,1,,,75.0,0.0,75.0,2024-01-18 12:41:53
streaming-service        | CLI1 | Q1 | 4c733109-bd7a-457f-882f-217fc1437219,3,3,,,76.5,0.0,76.5,2024-01-18 12:42:41
streaming-service        | CLI1 | Q1 | 647890e8-39ff-4200-9e5e-5f16756f04f4,10,2,,,75.0,0.0,75.0,2024-01-18 12:43:17
streaming-service        | CLI1 | Q1 | cbb82b56-791d-4945-998f-a013bf150265,1,4,,,76.5,0.0,76.5,2024-01-18 12:48:28
streaming-service        | CLI1 | Q1 | 6530bb7a-2313-4ee9-adab-55bebb0388c7,8,1,,,75.0,0.0,75.0,2024-01-18 12:49:52
streaming-service        | CLI1 | Q1 | 6ccb64f7-3fcb-466c-861d-06f490016f35,4,4,,,84.0,0.0,84.0,2024-01-18 12:52:13
streaming-service        | CLI1 | Q1 | 8158a125-c646-44ff-8ab5-98b681a37ede,7,2,,,85.5,0.0,85.5,2024-01-18 12:52:24
streaming-service        | CLI1 | Q1 | c6e674ea-7859-4910-97f6-6011a98369f0,8,5,,,76.0,0.0,76.0,2024-01-18 12:54:07
streaming-service        | CLI1 | Q1 | ff47ec1d-dec4-4647-b7d1-cd2ca894e7f1,2,5,,,75.0,0.0,75.0,2024-01-18 12:57:38
streaming-service        | CLI1 | Q1 | 868f1a88-066a-40a3-93a1-77685732cb54,6,3,,,79.5,0.0,79.5,2024-01-18 13:02:51
streaming-service        | CLI1 | Q1 | 4767ce98-37a3-42b3-95ae-32520329813a,7,5,,,76.0,0.0,76.0,2024-01-18 13:05:48
streaming-service        | CLI1 | Q1 | 05f9f569-1be3-48d9-a2c3-311ea020d99d,10,1,,,85.5,0.0,85.5,2024-01-18 13:06:12
streaming-service        | CLI1 | Q1 | 03def0be-e8f9-4506-a8c6-1d936bd49156,10,3,,,82.5,0.0,82.5,2024-01-18 13:10:14
streaming-service        | CLI1 | Q1 | ae74f4c7-d092-4d22-b80d-1cf74eedc721,9,1,,,76.5,0.0,76.5,2024-01-18 13:18:10
streaming-service        | CLI1 | Q1 | b38b1b86-02b1-475c-a5d8-368886e9c5a8,9,5,,,76.5,0.0,76.5,2024-01-18 13:18:20
streaming-service        | CLI1 | Q1 | 88c4b117-4e77-48d1-aba7-9adc4b5fb459,8,5,,,75.0,0.0,75.0,2024-01-18 13:20:22
streaming-service        | CLI1 | Q1 | 2f79b201-1352-4652-a7f5-16e92c4cb37f,10,2,,,79.5,0.0,79.5,2024-01-18 13:25:43
streaming-service        | CLI1 | Q1 | 7902e275-304b-42cd-8bac-19a3e87e8e3a,4,3,,,85.5,0.0,85.5,2024-01-18 13:26:33
streaming-service        | CLI1 | Q1 | 6d222d65-6640-45d3-8777-8c8122c5c6d2,9,2,,,77.0,0.0,77.0,2024-01-18 13:30:14
streaming-service        | CLI1 | Q1 | 26196dee-ef65-49c2-a6ad-7a7fd1b35259,5,4,,,76.5,0.0,76.5,2024-01-18 13:30:16
streaming-service        | CLI1 | Q1 | cdea5b3f-ff5a-4258-a132-82323ce94e1a,10,4,,,79.5,0.0,79.5,2024-01-18 13:34:02
streaming-service        | CLI1 | Q1 | f085e852-2cca-444f-a064-e8eac44efd33,9,4,,,82.5,0.0,82.5,2024-01-18 13:34:06
streaming-service        | CLI1 | Q1 | 91f089f8-9ebf-4881-b153-ecf297939ffb,8,5,,,75.0,0.0,75.0,2024-01-18 13:35:32
streaming-service        | CLI1 | Q1 | f2976ef8-433c-4aff-8bd2-d248ffdb1ad9,5,5,,,75.0,0.0,75.0,2024-01-18 13:38:19
streaming-service        | CLI1 | Q1 | 5a421706-4051-40fb-865f-051fdcea7eab,1,3,,,78.0,0.0,78.0,2024-01-18 13:45:34
streaming-service        | CLI1 | Q1 | 92495c55-d771-469c-8c67-b6040be6c6f1,10,2,,,88.5,0.0,88.5,2024-01-18 13:52:03
streaming-service        | CLI1 | Q1 | 0e7056c8-903b-4743-922a-5ebd3dcd55b1,7,4,,,76.5,0.0,76.5,2024-01-18 13:53:48
streaming-service        | CLI1 | Q1 | 2d8546f1-7dc8-42bf-a286-85d90db949ca,2,4,,,78.0,0.0,78.0,2024-01-18 13:54:10
streaming-service        | CLI1 | Q1 | bd2a0128-14d6-49b1-808d-badbd2efba83,10,2,,,78.0,0.0,78.0,2024-01-18 13:54:37
streaming-service        | CLI1 | Q1 | 5c00ca84-90d3-4bcd-84c8-a5e1e1c80be0,8,3,,,76.0,0.0,76.0,2024-01-18 13:57:16
streaming-service        | CLI1 | Q1 | 7e4fb00e-71fc-43c2-98ec-7060bbf16a63,9,5,,21625.0,81.0,0.0,81.0,2024-01-18 13:57:38
streaming-service        | CLI1 | Q1 | 12946ee1-eea9-4390-93d5-d7ac727c8e62,4,1,,,77.5,0.0,77.5,2024-01-18 14:02:28
streaming-service        | CLI1 | Q1 | f3c984a0-c6a4-4beb-b67f-9992f799cf45,8,4,,,76.5,0.0,76.5,2024-01-18 14:02:38
streaming-service        | CLI1 | Q1 | 6159fb74-eb85-4fe6-b1d8-98208aee346b,2,5,,,78.0,0.0,78.0,2024-01-18 14:05:12
streaming-service        | CLI1 | Q1 | 41564d99-20e3-45ca-9509-b7b88200c933,3,1,,23105.0,84.0,0.0,84.0,2024-01-18 14:05:31
streaming-service        | CLI1 | Q1 | 6f71a7c8-46d0-4c3b-855a-b01e870136d5,9,4,,,78.0,0.0,78.0,2024-01-18 14:07:20
streaming-service        | CLI1 | Q1 | 799f883f-da62-4c19-8289-03333fc3d098,6,5,,,78.0,0.0,78.0,2024-01-18 14:07:46
streaming-service        | CLI1 | Q1 | e89088a5-1b6f-4fba-b77e-e4c87cfb77aa,3,2,,,79.5,0.0,79.5,2024-01-18 14:08:23
streaming-service        | CLI1 | Q1 | 4235ddfe-a101-43f9-b3f9-22108b84e8d1,8,5,,,78.0,0.0,78.0,2024-01-18 14:17:55
streaming-service        | CLI1 | Q1 | 6b903242-e209-4275-9cdc-8bc1fc88eeff,10,2,,,82.5,0.0,82.5,2024-01-18 14:21:15
streaming-service        | CLI1 | Q1 | 38ea989e-ef19-4a35-b47c-14bbd353c667,2,1,,,78.0,0.0,78.0,2024-01-18 14:21:43
streaming-service        | CLI1 | Q1 | 883861c9-fa22-43e0-8a0e-756f53b5dd4b,5,2,,,79.5,0.0,79.5,2024-01-18 14:25:07
streaming-service        | CLI1 | Q1 | 254c4012-bec5-4aae-b01a-0e76625fc3ea,3,2,,,75.0,0.0,75.0,2024-01-18 14:26:52
streaming-service        | CLI1 | Q1 | c2d5431e-4cc5-4d07-8c25-f50091ab0cf3,8,3,,,78.0,0.0,78.0,2024-01-18 14:27:19
streaming-service        | CLI1 | Q1 | 86017068-366e-488b-b925-bc29bfbae613,3,4,,,81.0,0.0,81.0,2024-01-18 14:28:28
streaming-service        | CLI1 | Q1 | 2988e417-3ede-45ed-9b7c-b972ef521cd6,8,3,,16899.0,81.0,0.0,81.0,2024-01-18 14:28:42
streaming-service        | CLI1 | Q1 | d6c4b9e1-6416-4ec2-8f01-464b7e2c7f55,7,1,,,82.5,0.0,82.5,2024-01-18 14:28:43
streaming-service        | CLI1 | Q1 | 4b101a06-9daa-4be2-8967-0a70f1ce2e02,10,5,,,75.0,0.0,75.0,2024-01-18 14:28:44
streaming-service        | CLI1 | Q1 | 0779916e-78a3-42b3-b6ce-33fc3faca90a,3,2,,23123.0,88.5,0.0,88.5,2024-01-18 14:32:56
streaming-service        | CLI1 | Q1 | 3196bcc3-c186-499a-9d82-2c7825a74b88,4,1,,,78.0,0.0,78.0,2024-01-18 14:39:05
streaming-service        | CLI1 | Q1 | 9075a013-01e7-4764-94d2-e8e57cb6d115,4,4,,,75.5,0.0,75.5,2024-01-18 14:39:28
streaming-service        | CLI1 | Q1 | dba865be-0cdc-40dd-9023-c2c36498c95d,7,3,,,75.0,0.0,75.0,2024-01-18 14:41:36
streaming-service        | CLI1 | Q1 | c6b57ec1-9fbf-4c6a-933a-fef9dcc340b7,8,3,,,76.5,0.0,76.5,2024-01-18 14:44:52
streaming-service        | CLI1 | Q1 | 41ac36a9-76f0-467a-8500-1bd15f1b8a11,7,4,,,75.0,0.0,75.0,2024-01-18 14:47:15
streaming-service        | CLI1 | Q1 | c6660913-e9c0-4ce3-85bf-36c4ecfa4078,4,3,,,85.5,0.0,85.5,2024-01-18 14:48:04
streaming-service        | CLI1 | Q1 | 369e69c3-8efd-4d4e-92c0-9ab3aafb987d,6,5,,,75.0,0.0,75.0,2024-01-18 14:50:11
streaming-service        | CLI1 | Q1 | c563e52b-49a0-487f-9d8f-dedc73c0244b,1,5,,,82.5,0.0,82.5,2024-01-18 14:50:34
streaming-service        | CLI1 | Q1 | 2c7aae39-83d0-4910-8ed4-d42ab4c4c818,1,5,,,87.0,0.0,87.0,2024-01-18 14:52:24
streaming-service        | CLI1 | Q1 | 69023420-c4fe-455b-9125-b087254a8494,4,1,,,76.5,0.0,76.5,2024-01-18 14:54:09
streaming-service        | CLI1 | Q1 | 4bfdab1a-0056-4947-81cc-714b9ef197c8,8,1,,12888.0,75.0,0.0,75.0,2024-01-18 14:55:30
streaming-service        | CLI1 | Q1 | fe091203-f9ab-468b-8fad-ad63eecfa0b8,1,3,,19596.0,79.5,0.0,79.5,2024-01-18 14:56:33
streaming-service        | CLI1 | Q1 | 3031def6-50cd-4912-baaf-383ffafb3d32,7,4,,,76.5,0.0,76.5,2024-01-18 15:03:46
streaming-service        | CLI1 | Q1 | d63abb16-efdf-4866-9de5-cd89d97a22e0,6,2,,,76.5,0.0,76.5,2024-01-18 15:08:12
streaming-service        | CLI1 | Q1 | d55d82ed-c41d-428e-9bb7-e928332ea6e4,7,3,,,79.5,0.0,79.5,2024-01-18 15:09:37
streaming-service        | CLI1 | Q1 | e0fbf8c2-4a4b-41d2-82d5-32e8c672ad5b,8,3,,863.0,84.0,0.0,84.0,2024-01-18 15:11:17
streaming-service        | CLI1 | Q1 | abae6e87-c4fc-434d-9fb1-0bed0d5366e8,10,1,,,75.0,0.0,75.0,2024-01-18 15:16:23
streaming-service        | CLI1 | Q1 | 6b0cbc6f-d454-4c8a-83ec-5e6165eda159,1,3,,,78.0,0.0,78.0,2024-01-18 15:21:02
streaming-service        | CLI1 | Q1 | 3691e1b8-d546-4e9a-bc1b-41638b89e330,4,2,,,79.5,0.0,79.5,2024-01-18 15:23:24
streaming-service        | CLI1 | Q1 | 4c4bf777-1505-4159-bb2f-267d8b680aab,8,2,,,75.0,0.0,75.0,2024-01-18 15:24:46
streaming-service        | CLI1 | Q1 | 6793129d-3861-443a-a910-ed82d32e1d05,10,5,,,84.0,0.0,84.0,2024-01-18 15:26:22
streaming-service        | CLI1 | Q1 | 6dd8c961-efec-4684-8cce-985defdc783f,9,3,,,78.0,0.0,78.0,2024-01-18 15:31:00
streaming-service        | CLI1 | Q1 | 23ec27ea-9d07-4a7c-94e0-0836c59c7320,7,3,,,75.0,0.0,75.0,2024-01-18 15:33:24
streaming-service        | CLI1 | Q1 | ec5c43c6-adf7-4614-9f0a-d12534e13477,4,4,,,76.5,0.0,76.5,2024-01-18 15:34:06
